Task,Title,index,label,confidence
"Transcribe musical compositions and melodic lines to adapt them to a particular group, or to create a particular musical style.",Music Directors and Composers,17226,E2,moderate
Transcribe recorded messages or practitioners' diagnoses or recommendations into patients' medical records.,Medical Secretaries and Administrative Assistants,17227,E1,high
Transcribe recorded proceedings in accordance with established formats.,Court Reporters and Simultaneous Captioners,17228,E1,high
Transcribe stenotyped notes of court proceedings.,Word Processors and Typists,17229,E0,moderate
"Transcribe, type, and distribute reports of diagnostic procedures for interpretation by physician.",Cardiovascular Technologists and Technicians,17230,E1,high
"Transfer animals between enclosures to facilitate breeding, birthing, shipping, or rearrangement of exhibits.",Animal Caretakers,17231,E0,high
"Transfer clay structures to curing ovens, melting tanks, and drawing kilns, using forklifts.","Refractory Materials Repairers, Except Brickmasons",17232,E0,high
"Transfer commands from servers to computer numerical control (CNC) modules, using computer network links.",Computer Numerically Controlled Tool Operators,17233,E1,moderate
"Transfer components, metal products, or assemblies, using moving equipment.","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",17234,E0,high
Transfer control of departing flights to traffic control centers and accept control of arriving flights.,Air Traffic Controllers,17235,E0,high
Transfer details from separate journals to general ledgers or data processing sheets.,"Bookkeeping, Accounting, and Auditing Clerks",17236,E1,high
"Transfer digital media, such as music, video, or software, to customers via the Internet.",Online Merchants,17237,E2,moderate
"Transfer equipment, objects, or parts to specified work areas, using moving devices.","Grinding and Polishing Workers, Hand",17238,E0,high
"Transfer finished products, raw materials, tools, or equipment between storage and work areas of plants and warehouses, by hand or using hand trucks or powered lift trucks.",Helpers--Production Workers,17239,E0,high
"Transfer image to workpiece, using contact printer, pantograph stylus, silkscreen printing device, or stamp pad.",Etchers and Engravers,17240,E0,high
"Transfer luggage, trunks, and packages to and from rooms, loading areas, vehicles, or transportation terminals, by hand or using baggage carts.",Baggage Porters and Bellhops,17241,E0,high
"Transfer materials and products to and from machinery and equipment, using industrial trucks or hand trucks.",Machine Feeders and Offbearers,17242,E0,high
"Transfer materials, supplies, and products between work areas, using moving equipment and hand tools.","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",17243,E0,high
"Transfer materials, supplies, or products between work areas, using moving equipment or hand tools.","Mixing and Blending Machine Setters, Operators, and Tenders",17244,E0,high
"Transfer medication from vials to the appropriate number of sterile, disposable syringes, using aseptic techniques.",Pharmacy Technicians,17245,E0,high
Transfer or rescale information from original photographs onto maps or other photographs.,Geographic Information Systems Technologists and Technicians,17246,E0,high
"Transfer or transport offenders on foot or by driving vehicles, such as trailers, vans, or buses.",First-Line Supervisors of Correctional Officers,17247,E0,high
"Transfer photographs to computers for editing, archiving, and electronic transmission.",Photographers,17248,E2,moderate
"Transfer supplies or equipment between storage and work areas, by hand or using hand trucks.",Dishwashers,17249,E0,high
"Transfer tools, parts, equipment, and supplies to and from work stations and other areas.","Helpers--Installation, Maintenance, and Repair Workers",17250,E0,high
"Translate electromechanical drawings into design specifications, applying principles of engineering, thermal or fluid sciences, mathematics, or statistics.",Electro-Mechanical and Mechatronics Technologists and Technicians,17251,E1,high
Translate medical jargon and abbreviations into their expanded forms to ensure the accuracy of patient and health care facility records.,Medical Transcriptionists,17252,E1,high
"Translate messages simultaneously or consecutively into specified languages, orally or by using hand signs, maintaining message content, context, and style as much as possible.",Interpreters and Translators,17253,E1,high
"Translate nursing practice information between nurses and systems engineers, analysts, or designers, using object-oriented models or other techniques.",Health Informatics Specialists,17254,E2,moderate
Translate or request translation of reference materials.,Historians,17255,E1,high
Translate the theories of industrial ecology into eco-industrial practices.,Industrial Ecologists,17256,E2,moderate
Transmit and explain work orders to laborers.,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",17257,E0,high
"Transmit and receive messages, using telephones or telephone switchboards.","Hotel, Motel, and Resort Desk Clerks",17258,E0,high
Transmit claims for payment or further investigation.,Insurance Claims and Policy Processing Clerks,17259,E1,high
"Transmit correspondence or medical records by mail, e-mail, or fax.",Medical Secretaries and Administrative Assistants,17260,E1,high
"Transmit information or documents to customers, using computer, mail, or facsimile machine.",Receptionists and Information Clerks,17261,E1,high
"Transmit news stories or reporting information from remote locations, using equipment such as satellite phones, telephones, fax machines, or modems.","News Analysts, Reporters, and Journalists",17262,E2,moderate
Transmit work electronically to other locations.,Word Processors and Typists,17263,E1,high
"Transmit, deliver, or mail publication master to printer for production into film and plates.",Desktop Publishers,17264,E1,moderate
"Transplant and remove trees and shrubs, and prepare trees for moving.",Tree Trimmers and Pruners,17265,E0,high
"Transplant trees, vegetables, or horticultural plants.",Agricultural Technicians,17266,E0,high
"Transport and accompany clients to shopping areas or to appointments, using automobile.",Social and Human Service Assistants,17267,E0,high
"Transport baggage or coordinate transportation between assigned rooms, terminals, or platforms.",Passenger Attendants,17268,E0,high
Transport bodies to the morgue.,Orderlies,17269,E0,high
"Transport children to schools, social outings, and medical appointments.",Nannies,17270,E0,high
"Transport clients to locations outside the home, such as to physicians' offices or on outings, using a motor vehicle.",Personal Care Aides,17271,E0,high
"Transport equipment to work sites, using utility trucks and equipment trailers.","Radio, Cellular, and Tower Equipment Installers and Repairers",17272,E0,high
Transport fish to processing plants or to buyers.,Fishing and Hunting Workers,17273,E0,high
"Transport guests about premises and local areas, or arrange for transportation.",Baggage Porters and Bellhops,17274,E2,moderate
"Transport items to work or storage areas, using carts.","Cutters and Trimmers, Hand",17275,E0,high
"Transport machine parts, tools, equipment, and other material between work areas and storage, using cranes, hoists, or dollies.","Maintenance Workers, Machinery",17276,E0,high
Transport machines to installation sites.,"Coin, Vending, and Amusement Machine Servicers and Repairers",17277,E0,high
Transport mail from one work station to another.,Postal Service Clerks,17278,E0,high
"Transport materials and products to and from work areas, manually or using carts, handtrucks, or hoists.","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",17279,E0,high
"Transport materials, equipment, or supplies to or from work areas, using carts or hoists.",Cleaners of Vehicles and Equipment,17280,E0,high
"Transport materials, products, or samples to processing, shipping, or storage areas, manually or using conveyors, pumps, or hand trucks.","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",17281,E0,high
"Transport materials, supplies, and finished products between storage and work areas, using forklifts.",Adhesive Bonding Machine Operators and Tenders,17282,E0,high
"Transport materials, tools, or machines to installation sites, manually or using conveyance equipment.","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",17283,E0,high
"Transport metal ingots to storage areas, using forklifts.","Pourers and Casters, Metal",17284,E0,high
Transport or accompany clients to scheduled health appointments or referral sites.,Community Health Workers,17285,E0,high
"Transport or arrange for transport of animals, equipment, food, animal feed, and other supplies to and from work sites.","First-Line Supervisors of Farming, Fishing, and Forestry Workers",17286,E0,high
"Transport or escort prisoners and defendants en route to courtrooms, prisons or jails, attorneys' offices, or medical facilities.",Police and Sheriff's Patrol Officers,17287,E0,high
Transport packages to customers' vehicles.,"Stockers and Order Fillers Packers and Packagers, Hand",17288,E0,high
Transport patients to and from the occupational therapy work area.,Occupational Therapy Assistants Occupational Therapy Aides,17289,E0,high
"Transport patients to and from treatment areas, lifting and transferring them according to positioning requirements.",Physical Therapist Assistants,17290,E0,high
"Transport patients to and from treatment areas, using wheelchairs or providing standing support.",Physical Therapist Aides,17291,E0,high
Transport patients to operating room.,Surgical Assistants,17292,E0,high
Transport patients to or from exam rooms.,Radiologic Technologists and Technicians,17293,E0,high
Transport patients to the hospital or within the hospital.,Respiratory Therapists,17294,E0,high
"Transport patients to treatment units, testing units, operating rooms, or other areas, using wheelchairs, stretchers, or moveable beds.",Orderlies Nursing Assistants,17295,E0,high
Transport portable medical equipment or medical supplies between rooms or departments.,Orderlies,17296,E0,high
Transport prefabricated parts to construction sites for assembly and installation.,Sheet Metal Workers,17297,E0,high
Transport specimens or fluid samples from collection sites to laboratories.,Phlebotomists,17298,E0,high
"Transport specimens, laboratory items, or pharmacy items, ensuring proper documentation and delivery to authorized personnel.",Nursing Assistants Orderlies,17299,E0,high
"Transport the deceased to a funeral home or crematory using a van, hearse, or other vehicle.",Crematory Operators,17300,E0,high
Transport the deceased to the funeral home.,Funeral Attendants,17301,E0,high
"Transport tools, materials, equipment, and supplies to work site by hand, handtruck, or heavy, motorized truck.",Helpers--Electricians,17302,E0,high
"Transport, assemble, and disassemble materials used in presentations.",Demonstrators and Product Promoters,17303,E0,high
Transpose music from one voice or instrument to another to accommodate particular musicians.,Music Directors and Composers,17304,E2,moderate
"Transpose music to alternate keys, or to fit individual styles or purposes.",Musicians and Singers,17305,E0,moderate
"Trap and destroy pests, such as moles, gophers, and mice, using pesticides.","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",17306,E0,high
"Travel in trucks, helicopters, and airplanes to inspect lines for freedom from obstruction and adequacy of insulation.",Electrical Power-Line Installers and Repairers,17307,E0,high
"Travel on foot, by vehicle, or by equipment such as boats, snowmobiles, helicopters, snowshoes, or skis to reach hunting areas.",Fishing and Hunting Workers,17308,E0,high
"Travel over photographed areas to observe, identify, record, and verify all relevant features.",Cartographers and Photogrammetrists,17309,E0,high
"Travel to customers' premises to install, maintain, or repair audio and visual electronic reception equipment or accessories.",Telecommunications Line Installers and Repairers,17310,E0,high
Travel to customers' stores or offices to service machines or to provide emergency repair service.,"Computer, Automated Teller, and Office Machine Repairers",17311,E2,moderate
Travel to post offices to pick up the mail for routes or pick up mail from postal relay boxes.,Postal Service Mail Carriers,17312,E0,high
"Travel to students' homes, libraries, or schools to conduct tutoring sessions.",Tutors,17313,E0,high
Travel with athletic teams to be available at sporting events.,Athletic Trainers,17314,E0,high
Travel with employers to vacation homes to provide meal preparation at those locations.,"Cooks, Private Household",17315,E0,high
Travel with or guide tourists who speak another language.,Interpreters and Translators,17316,E0,high
"Treat animal illnesses or injuries, following experience or instructions of veterinarians.","First-Line Supervisors of Farming, Fishing, and Forestry Workers",17317,E2,moderate
"Treat bone, muscle, and joint disorders affecting the feet and ankles.",Podiatrists,17318,E0,high
"Treat children who have minor illnesses, acute and chronic health problems, and growth and development concerns.","Pediatricians, General",17319,E0,high
Treat clients in professional settings or travel to clients' offices and homes.,Massage Therapists,17320,E0,high
"Treat deformities using mechanical methods, such as whirlpool or paraffin baths, and electrical methods, such as short wave and low voltage currents.",Podiatrists,17321,E0,high
Treat diseases of female organs.,Obstetricians and Gynecologists,17322,E0,high
"Treat exposure of pulp by pulp capping, removal of pulp from pulp chamber, or root canal, using dental instruments.","Dentists, General",17323,E0,high
Treat facial pain and jaw joint problems.,Prosthodontists,17324,E2,moderate
"Treat infections of the oral cavity, salivary glands, jaws, and neck.",Oral and Maxillofacial Surgeons,17325,E0,high
"Treat internal disorders, such as hypertension, heart disease, diabetes, or problems of the lung, brain, kidney, or gastrointestinal tract.",General Internal Medicine Physicians,17326,E0,high
"Treat lower urinary tract dysfunctions using equipment such as diathermy machines, catheters, cystoscopes, or radium emanation tubes.",Urologists,17327,E0,high
"Treat medical conditions, using techniques such as acupressure, shiatsu, or tuina.",Acupuncturists,17328,E0,high
"Treat minor cuts, abrasions, or contusions.",Naturopathic Physicians,17329,E0,high
Treat minor injuries and ailments and contact veterinarians to obtain treatment for animals with serious illnesses or injuries.,Animal Breeders,17330,E2,moderate
Treat nails to repair or improve strength and resilience by wrapping.,Manicurists and Pedicurists,17331,E0,high
"Treat or refer patients for primary care conditions, such as headaches, hypertension, urinary tract infections, upper respiratory infections, and dermatological conditions.",Nurse Practitioners,17332,E0,high
Treat patients for routine physical health problems.,Advanced Practice Psychiatric Nurses,17333,E0,high
"Treat patients using tools, such as needles, cups, ear balls, seeds, pellets, or nutritional supplements.",Acupuncturists,17334,E0,high
Treat patients' symptoms with alternative health care methods such as herbs or hydrotherapy.,Midwives,17335,E0,high
"Treat problems affecting the oral mucosa, such as mouth ulcers and infections.",Oral and Maxillofacial Surgeons,17336,E0,high
"Treat scalp conditions and hair loss, using specialized lotions, shampoos, or equipment such as infrared lamps or vibrating equipment.",Shampooers,17337,E0,high
"Treat sick or injured animals by prescribing medication, setting bones, dressing wounds, or performing surgery.",Veterinarians,17338,E0,high
"Treat snoring problems, using laser surgery.",Oral and Maxillofacial Surgeons,17339,E2,moderate
"Treat the facial skin to maintain and improve its appearance, using specialized techniques and products, such as peels and masks.",Skincare Specialists,17340,E0,high
"Treat urologic disorders using alternatives to traditional surgery such as extracorporeal shock wave lithotripsy, laparoscopy, or laser techniques.",Urologists,17341,E0,high
Treat warped or stained surfaces to restore original contours and colors.,Furniture Finishers,17342,E0,high
Treat wounds or superficial lacerations.,Acute Care Nurses,17343,E0,high
Trim and compress finished forgings to specified tolerances.,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",17344,E0,high
"Trim and shape replacement body sections to specified sizes and fits and secure sections in place, using adhesives, hand tools, and power tools.",Aircraft Mechanics and Service Technicians,17345,E0,high
"Trim and shear poultry beaks, toes, and wings using debeaking machines, heated hand shears, or hot wires.","Farmworkers, Farm, Ranch, and Aquacultural Animals",17346,E0,high
Trim cured materials by sawing them with diamond-impregnated cutoff wheels.,Fiberglass Laminators and Fabricators,17347,E0,high
"Trim edges of books to size, using cutting machines, book trimming machines, or hand cutters.",Print Binding and Finishing Workers,17348,E0,high
"Trim excess covering materials, tack edges, and join sections of covering material to form tight joint.","Floor Layers, Except Carpet, Wood, and Hard Tiles",17349,E0,high
"Trim excess material at ceilings or baseboards, using knives.",Paperhangers,17350,E0,high
"Trim excess material from parts, using knives, and grind scrap plastic into powder for reuse.","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",17351,E0,high
"Trim excess material or cut threads off finished products, such as cutting loose ends of plastic off a manufactured toy for a smoother finish.","Cutters and Trimmers, Hand",17352,E0,high
"Trim excess material, using scissors.","Tailors, Dressmakers, and Custom Sewers",17353,E0,high
"Trim excess materials from molds, using hand shears or trimming knives.",Fiberglass Laminators and Fabricators,17354,E0,high
Trim excess rubber and imperfections during retreading processes.,Tire Builders,17355,E0,high
"Trim excess threads or edges of parts, using scissors or knives.","Sewers, Hand",17356,E0,high
Trim film segments to specified lengths and reassemble segments in sequences that present stories with maximum effect.,Film and Video Editors,17357,E0,high
"Trim head meat, and sever or remove parts of animals' heads or skulls.",Slaughterers and Meat Packers,17358,E0,high
"Trim jagged stumps, using saws or pruning shears.",Tree Trimmers and Pruners,17359,E0,high
"Trim lumber to straighten rough edges or remove defects, using circular saws.","Sawing Machine Setters, Operators, and Tenders, Wood",17360,E0,high
"Trim material and arrange bouquets, wreaths, terrariums, and other items, using trimmers, shapers, wire, pins, floral tape, foam, and other materials.",Floral Designers,17361,E0,high
"Trim off the tops and limbs of trees, using chainsaws, delimbers, or axes.",Fallers,17362,E0,high
Trim or pick flowers and clean flower beds.,Landscaping and Groundskeeping Workers,17363,E0,high
"Trim or remove excess material, using scrapers, knives, or band saws.","Molders, Shapers, and Casters, Except Metal and Plastic",17364,E0,high
"Trim rough edges from strips, using straightedges and trimming knives.",Paperhangers,17365,E0,high
"Trim rough edges from wallboard to maintain even joints, using knives.",Drywall and Ceiling Tile Installers,17366,E0,high
Trim trees and clear undergrowth along right-of-way.,Helpers--Electricians,17367,E0,high
Trim trees that could be hazardous to the functioning of cables or wires.,Electrical Power-Line Installers and Repairers,17368,E0,high
"Trim wood parts according to specifications, using planes, chisels, or wood files or sanders.","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",17369,E0,high
"Trim, align, and join prints to form photographic mosaics, maintaining scaled distances between reference points.",Surveying and Mapping Technicians,17370,E0,high
"Trim, clean, or cure animal hides.",Slaughterers and Meat Packers,17371,E0,high
"Trim, file, grind, deburr, buff, or smooth surfaces, seams, or joints of assembled parts, using hand tools or portable power tools.",Sheet Metal Workers,17372,E0,high
"Trim, sand, or scrape surfaces or joints to prepare articles for finishing.",Cabinetmakers and Bench Carpenters,17373,E0,high
"Trim, scrape, or deburr objects or parts, using chisels, scrapers, and other hand tools and equipment.","Grinding and Polishing Workers, Hand",17374,E0,high
"Trim, smooth, and shape surfaces, and plane, shave, file, scrape, and sand models to attain specified shapes, using hand tools.","Patternmakers, Wood Model Makers, Wood",17375,E0,high
"Trim, top, and reshape trees to achieve attractive shapes or to remove low-hanging branches.",Tree Trimmers and Pruners,17376,E0,high
Troubleshoot and make minor repairs to geothermal plant instrumentation or electrical systems.,Geothermal Production Managers,17377,E0,high
"Troubleshoot equipment, electrical components, hydraulics, or other mechanical systems.",Millwrights,17378,E0,high
"Troubleshoot fuel, ignition, and emissions control systems, using electronic testing equipment.",Automotive Service Technicians and Mechanics,17379,E0,high
Troubleshoot network or connectivity problems for users or user groups.,Computer Network Support Specialists,17380,E2,moderate
"Troubleshoot new or existing product problems involving designs, materials, or processes.",Manufacturing Engineers,17381,E0,moderate
"Troubleshoot or repair mechanical, hydraulic, or electrical malfunctions related to variable pitch systems, variable speed control systems, converter systems, or related components.",Wind Turbine Service Technicians,17382,E0,high
"Troubleshoot problems involving office equipment, such as computer hardware and software.","Office Clerks, General",17383,E2,moderate
Troubleshoot problems with audio-visual equipment.,Librarians and Media Collections Specialists,17384,E0,high
Troubleshoot problems with chemical manufacturing processes.,Chemical Engineers,17385,E1,high
Troubleshoot program and system malfunctions to restore normal functioning.,Computer Systems Analysts,17386,E1,high
"Troubleshoot robotic systems, using knowledge of microprocessors, programmable controllers, electronics, circuit analysis, mechanics, sensor or feedback systems, hydraulics, or pneumatics.",Robotics Technicians,17387,E0,high
Troubleshoot security and network problems.,Information Security Engineers,17388,E2,moderate
"Troubleshoot technical issues related to magnetic resonance imaging (MRI) scanner or peripheral equipment, such as monitors or coils.",Magnetic Resonance Imaging Technologists,17389,E0,high
"Troubleshoot, maintain, and make minor repairs to equipment.","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",17390,E0,high
Tune automobile engines to ensure proper and efficient functioning.,Automotive Service Technicians and Mechanics,17391,E0,high
"Tune or adjust equipment and instruments to obtain optimum visual or auditory reception, according to specifications, manuals, and drawings.",Audiovisual Equipment Installers and Repairers,17392,E0,high
Tune or overhaul engines.,Farm Equipment Mechanics and Service Technicians,17393,E0,high
Turn and press knobs and buttons or enter operating instructions into computers to adjust and start welding machines.,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",17394,E0,high
"Turn controls to adjust machine functions, such as regulating air pressure, creating vacuums, and adjusting coolant flow.","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",17395,E0,high
"Turn controls to set cutting speeds, feed rates, or table angles for specified operations.","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",17396,E0,high
Turn cranks or press buttons to activate winches that move cars under sawing cables or saw frames.,"Cutting and Slicing Machine Setters, Operators, and Tenders",17397,E1,high
"Turn dials, handwheels, valves, or switches to regulate conveyor speeds, machine temperature, air pressure and circulation, and the flow or spray of coatings or paints.","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",17398,E0,high
Turn handles or knobs to set pressures and depths of ram strokes and to synchronize machine operations.,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",17399,E0,high
Turn in money and receipts collected along mail routes.,Postal Service Mail Carriers,17400,E0,high
Turn in receipts and money received from deliveries.,Light Truck Drivers,17401,E0,high
Turn knobs or switches to regulate pressures.,Gas Compressor and Gas Pumping Station Operators,17402,E0,high
Turn knobs to adjust stitch length and thread tension.,Shoe Machine Operators and Tenders,17403,E0,high
"Turn knobs, screws, and dials to adjust settings of machines, according to garment styles and equipment performance.",Sewing Machine Operators,17404,E0,high
Turn meters on or off to establish or close service.,"Control and Valve Installers and Repairers, Except Mechanical Door",17405,E0,high
"Turn or reposition bedridden patients, alone or with assistance, to prevent bedsores.",Orderlies,17406,E0,high
Turn or reposition bedridden patients.,Nursing Assistants,17407,E0,high
Turn or stir foods to ensure even cooking.,"Cooks, Restaurant",17408,E0,high
Turn petcocks to adjust the flow of binding fluid to sleeves.,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",17409,E0,high
Turn rheostats to obtain specified temperatures in electric furnaces where glass is melted.,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",17410,E1,high
Turn screws to regulate size of staples.,Shoe Machine Operators and Tenders,17411,E0,high
"Turn setscrews on needle bars, and position required numbers of needles in stitching machines.",Shoe Machine Operators and Tenders,17412,E0,high
Turn setscrews to adjust receivers for maximum sensitivity and transmitters for maximum output.,"Radio, Cellular, and Tower Equipment Installers and Repairers",17413,E0,high
"Turn the taximeter on when passengers enter the cab, and turn it off when they reach the final destination.",Taxi Drivers,17414,E0,high
Turn valve controls to start equipment and to adjust operation to maintain product quality.,Food Batchmakers,17415,E0,high
Turn valve handles to direct the flow of coolant onto work areas or to coat disks with spinning compounds.,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",17416,E0,high
"Turn valves and dials of machines to regulate pressure, temperature, and speed and feed rates, and to set cycle times.","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",17417,E0,high
Turn valves and direct flow of coolants or cutting oil over cutting areas.,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",17418,E0,high
"Turn valves and open chutes to dump, spray, or release materials from dump cars or storage bins into hoppers.",Industrial Truck and Tractor Operators,17419,E0,high
"Turn valves and start pumps to start or regulate flows of substances such as gases, liquids, slurries, or powdered materials.","Pump Operators, Except Wellhead Pumpers",17420,E0,high
"Turn valves or disconnect hoses to eliminate water, cleaning solutions, or vapors from machinery or tanks.",Cleaners of Vehicles and Equipment,17421,E0,high
"Turn valves or handles on equipment to regulate pressure or flow of water, air, steam, or abrasives from sprayer nozzles.",Cleaners of Vehicles and Equipment,17422,E0,high
"Turn valves or move controls to admit, drain, separate, filter, clarify, mix, or transfer materials.","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",17423,E0,high
Turn valves or pull levers to start and regulate the flow of coolant or lubricant to work areas.,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",17424,E0,high
"Turn valves or start pumps to add ingredients or drain products from equipment and to transfer products for storage, cooling, or further processing.",Food Cooking Machine Operators and Tenders,17425,E0,high
Turn valves to allow measured amounts of air or gas to pass through meters at specified flow rates.,"Control and Valve Installers and Repairers, Except Mechanical Door",17426,E0,high
"Turn valves to circulate water through cores, or spray water on filled molds to cool and solidify metal.","Pourers and Casters, Metal",17427,E0,high
Turn valves to control air or water output of compressors or pumps.,Operating Engineers and Other Construction Equipment Operators,17428,E0,high
Turn valves to direct flow of coolant against cutting wheels and workpieces during grinding.,"Tool Grinders, Filers, and Sharpeners",17429,E0,high
Turn valves to increase or decrease water levels in locks.,Bridge and Lock Tenders,17430,E0,high
Turn valves to pump sterilizing solutions or rinse water through pipes or equipment or to spray vats with atomizers.,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",17431,E0,high
"Turn valves to regulate flow of liquids or air, to reverse machines, to start pumps, or to regulate equipment.",Helpers--Production Workers,17432,E0,high
"Turn valves to regulate flow of products or byproducts through agitator tanks, storage drums, or neutralizer tanks.",Chemical Plant and System Operators,17433,E0,high
Turn valves to regulate the moisture contents of materials.,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",17434,E0,high
Turn valves to start flow of coolant against cutting areas or to start airflow that blows cuttings away from kerfs.,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",17435,E0,high
"Turn wheels of calipers and examine springs, using loupes, to determine if center coils appear as perfect circles.",Timing Device Assemblers and Adjusters,17436,E0,high
"Turn wheels of machines, using lever controls, to adjust guidelines for track alignments or grades, following specifications.",Rail-Track Laying and Maintenance Equipment Operators,17437,E0,high
Tutor and assist children individually or in small groups to help them master assignments and to reinforce learning concepts presented by teachers.,"Teaching Assistants, Special Education Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",17438,E0,moderate
Tutor or assist students individually or in small groups.,"Substitute Teachers, Short-Term",17439,E2,moderate
Tutor or mentor students who need additional instruction.,"Teaching Assistants, Postsecondary",17440,E1,moderate
Type acknowledgment letters to persons sending correspondence.,Correspondence Clerks,17441,E1,high
"Type correspondence, reports, text and other written material from rough drafts, corrected copies, voice recordings, dictation, or previous versions, using a computer, word processor, or typewriter.",Word Processors and Typists,17442,E1,high
Type court orders for judges.,Court Reporters and Simultaneous Captioners,17443,E1,high
"Type instructions on computer keyboards, push buttons to activate computer programs, or manually set cutting guides, clamps, and knives.","Cutting and Slicing Machine Setters, Operators, and Tenders",17444,E2,moderate
"Type, file, and duplicate materials.","Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",17445,E1,high
"Type, format, proofread, and edit correspondence and other documents, from notes or dictating machines, using computers or typewriters.","Office Clerks, General",17446,E1,moderate
"Typeset and measure dimensions, spacing, and positioning of page elements, such as copy and illustrations, to verify conformance to specifications, using printer's ruler or layout software.",Proofreaders and Copy Markers,17447,E0,high
"Unbolt and remove wheels from vehicles, using lug wrenches or other hand or power tools.",Tire Repairers and Changers,17448,E0,high
"Unclamp and hoist full reels from braiding, winding, or other fabricating machines, using power hoists.",Helpers--Production Workers,17449,E0,high
Unclamp and remove finished workpieces from tables.,"Sawing Machine Setters, Operators, and Tenders, Wood",17450,E0,high
Unclamp workpieces and remove them from machines.,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",17451,E0,high
"Undress, wash, and dress patients who are unable to do so for themselves.",Nursing Assistants,17452,E0,high
"Unload and assemble pipes and pumping equipment, using hand tools.",Wellhead Pumpers,17453,E0,high
"Unload and position prefabricated steel units for hoisting, as needed.",Structural Iron and Steel Workers,17454,E0,high
"Unload and roll logs from trucks to sawmill decks or to carriages, or move logs in ponds, using pike poles.","Sawing Machine Setters, Operators, and Tenders, Wood",17455,E0,high
Unload and sort items collected along delivery routes.,Couriers and Messengers,17456,E0,high
Unload cars containing liquids by connecting hoses to outlet plugs and pumping compressed air into cars to force liquids into storage tanks.,"Tank Car, Truck, and Ship Loaders",17457,E0,high
"Unload finished products from conveyor belts, pack them in containers, and place containers in warehouses.","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",17458,E0,high
"Unload goods from large trucks, and load them onto smaller delivery vehicles.",Couriers and Messengers,17459,E0,high
"Unload materials and tools from work trucks, and unroll roofing as directed.",Helpers--Roofers,17460,E0,high
"Unload materials, devices, and machine parts, using hand tools.",Helpers--Extraction Workers,17461,E0,high
Unload mixtures into containers or onto conveyors for further processing.,"Mixing and Blending Machine Setters, Operators, and Tenders",17462,E0,high
Unload or unpack incoming shipments.,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",17463,E0,high
Unlock cars and other vehicles.,Locksmiths and Safe Repairers,17464,E0,high
Unpack stock as it comes into the shop.,Floral Designers,17465,E0,high
"Unpack, sort, count, and label incoming merchandise, including items requiring special handling or refrigeration.",Pharmacy Aides,17466,E0,high
"Unroll, lay out, attach, or mount materials or items on cutting tables or machines.","Cutters and Trimmers, Hand",17467,E0,high
"Unscrew or tighten pipes, casing, tubing, and pump rods, using hand and power wrenches and tongs.","Roustabouts, Oil and Gas",17468,E0,high
"Unwind lengths of yarn, thread, or twine from spools and wind onto bobbins.","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",17469,E0,high
"Update and maintain customer information records, such as beauty services provided.","Hairdressers, Hairstylists, and Cosmetologists",17470,E1,moderate
"Update appraisals when property has been improved, damaged, or has otherwise changed.",Appraisers of Personal and Business Property,17471,E2,moderate
Update automated test scripts to ensure currency.,Software Quality Assurance Analysts and Testers,17472,E1,high
Update client address and meter location information.,"Meter Readers, Utilities",17473,E1,high
Update client and server applications responsible for integration and business logic.,Blockchain Engineers,17474,E2,moderate
Update corporate policies to improve cyber security.,Penetration Testers,17475,E1,high
Update directory information.,Telephone Operators,17476,E1,high
